CODEX_BUILDBARRELCHAIR_DESC	Sedie a botte del Villaggio di Earlwood.
CODEX_RECIPEMINORCONCENTRATIONTHROWFLASK4_DESC	Un estratto scarso di concentrazione con una corda legata attorno. Utile per ripristinare la Concentrazione altrui in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Concentrazione a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORCONCENTRATIONTHROWFLASK5_DESC	Un estratto scarso di concentrazione con una corda legata attorno. Utile per ripristinare la Concentrazione altrui in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Concentrazione a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORCONCENTRATIONTHROWFLASK_DESC	Un estratto scarso di concentrazione con una corda legata attorno. Utile per ripristinare la Concentrazione altrui in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Concentrazione a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK1_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK2_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK3_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK4_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK5_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEMINORHEALTHTHROWFLASK_DESC	Un estratto scarso di salute con una corda legata attorno. Utile per curare gli altri in combattimento.<x1/><x2/><x3/><x4/>Lancia per ripristinare 100 Salute a un alleato in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPENATURESCALMTONIC_DESC	Un tonico lenitivo e calmante preparato con Thaumablossom al chiaro di luna e Legno di Treant. Placa la mente, favorendo una concentrazione profonda e un recupero più rapido della Concentrazione.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Sete. Conferisce 10% Concentrazione massima e Rigenerazione della concentrazione per 30 minuti.
CODEX_RECIPENATURESWARDSTEAK_DESC	Una bistecca di bestia cotta con Legno di Treant e condita con Thaumablossom. Conferisce resistenza prolungata agli effetti del veleno.<x1/><x2/><x3/><x4/><x5/>Ripristina le barre di Fame e Sete. Conferisce 10% Salute massima, +25% Resistenza al decadimento e Resistenza al veleno per 30 minuti.
CODEX_RECIPEOILFLASK1_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEOILFLASK2_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEOILFLASK3_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEOILFLASK4_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEOILFLASK5_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEOILFLASK_DESC	Una fiasca di olio denso e infiammabile, usato per rivestire superfici, accendere trappole o alimentare fuochi alchemici.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Olio.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPINEWOODPLANKS_DESC	Tavole ricavate dal Pino di Wildwood, apprezzate per la robustezza e usate in costruzioni resistenti.
CODEX_RECIPEPOETSBREW_DESC	Una bevanda ispiratrice e melodiosa con infuso di Campanula Canterina. Schiarisce la gola e accelera il battito, donando ai viandanti la resistenza di un bardo rinomato.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Sete. Conferisce 10% Vigore massimo e Rigenerazione del vigore per 30 minuti.
CODEX_RECIPEPOISONCURE1_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONCURE2_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONCURE3_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONCURE4_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONCURE5_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONCURE_DESC	Un tonico alle erbe formulato per eliminare le tossine nocive dal corpo. Apprezzato dagli esploratori esperti.<x1/><x2/> Le cariche si ricaricano riposando<x3/><x4/><x5/><x6/>Cura il Veleno.<x7/><x8/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK1_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK2_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK3_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK4_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK5_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEPOISONFLASK_DESC	Un contenitore sigillato di potente tossina. Spesso usato per creare zone avvelenate o miscele letali.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza di Veleno.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEROASTEDDROOPCORE_DESC	Un succulento Nucleo di Droop arrostito sul fuoco. Uno dei pasti più semplici e abbondanti di Mirkea.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Fame.
CODEX_RECIPEROUGHPAPER_DESC	Carta lacera infusa di magia, a malapena integra ma ancora utile.
CODEX_RECIPESPELLBOOKADRENALINE_DESC	Un libro degli incantesimi che insegna Adrenalina a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKAETHERFANGPHALANX_DESC	Un libro degli incantesimi che insegna Falange Zanna d'Etere a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKALPHAHOWL_DESC	Un libro degli incantesimi che insegna Ululato Alfa a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKBARRIER_DESC	Un libro degli incantesimi che insegna Barriera a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKBASH_DESC	Un libro degli incantesimi che insegna Percossa a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKBLACKHOLE_DESC	Un libro degli incantesimi che insegna Buco Nero a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKBRAMBLEFAN_DESC	Un libro degli incantesimi che insegna Ventaglio di Spine a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKCIRCLEOFMAGIC_DESC	Un libro degli incantesimi che insegna Cerchio di Magia a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKCLEARWATER_DESC	Un libro degli incantesimi che insegna Acqua Limpida a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKCOMBATMEDIC_DESC	Un libro degli incantesimi che insegna Medico da Campo a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKCONFLAGURATION_DESC	Un libro degli incantesimi che insegna Conflagrazione a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKCRIPPLINGSTRIKE_DESC	Un libro degli incantesimi che insegna Colpo Storpiante a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKDEVOUR_DESC	Un libro degli incantesimi che insegna Divorare a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKEMPOWERALLY_DESC	Un libro degli incantesimi che insegna Potenzia Alleato a chi lo legge.
CODEX_RECIPESPELLBOOKENTANGLINGROOTS_DESC	Un libro degli incantesimi che insegna Radici Avviluppanti a chi lo legge.
CODEX_RECIPESPELLBOOKERUPT_DESC	Un libro degli incantesimi che insegna Eruzione a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKFIREBURST_DESC	Un libro degli incantesimi che insegna Scoppio di Fuoco a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKFLAMINGSTRIKE_DESC	Un libro degli incantesimi che insegna Colpo Fiammeggiante a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKFRENZIEDSLASHES_DESC	Un libro degli incantesimi che insegna Tagli Frenetici a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKFROZENSTRIKE_DESC	Un libro degli incantesimi che insegna Colpo Congelato a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKGOBLINTOSS_DESC	Un libro degli incantesimi che insegna Lancio di Goblin a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKGUST_DESC	Un libro degli incantesimi che insegna Raffica a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKHEAVYSTRIKE_DESC	Un libro degli incantesimi che insegna Colpo Pesante a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKINFECTIOUSSWARM_DESC	Un libro degli incantesimi che insegna Sciame Infettivo a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKJUNKHAIL_DESC	Un libro degli incantesimi che insegna Grandine di Rottami a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKMETEOR_DESC	Un libro degli incantesimi che insegna Meteorite a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKPOISONSPORES_DESC	Un libro degli incantesimi che insegna Nebbia velenosa a chi lo legge.
CODEX_RECIPESPELLBOOKPOISONSPORES_NAME	Libro degli incantesimi: Nebbia velenosa
CODEX_RECIPESPELLBOOKREJECTION_DESC	Un libro degli incantesimi che insegna Repulsione a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKRIPPLE_DESC	Un libro degli incantesimi che insegna Ondulazione a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKSAPARTILLERY_DESC	Un libro degli incantesimi che insegna Artiglieria di Linfa a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKSAVAGECLAW_DESC	Un libro degli incantesimi che insegna Artiglio Selvaggio a chi lo legge.
CODEX_RECIPESPELLBOOKSEEDBOMB_DESC	Un libro degli incantesimi che insegna Bomba di Semi a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKSHOCKWAVE_DESC	Un libro degli incantesimi che insegna Onda di Shock a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKSPAWNFORESTHEART_DESC	Un libro degli incantesimi che insegna Evoca Cuore della Foresta a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKSPIRITSWAP_DESC	Un libro degli incantesimi che insegna Scambio Spirituale a chi lo legge.
CODEX_RECIPESPELLBOOKTENDONSLICE_DESC	Un libro degli incantesimi che insegna Taglio dei Tendini a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKTOXICSLICE_DESC	Un libro degli incantesimi che insegna Taglio Tossico a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKWARBANNER_DESC	Un libro degli incantesimi che insegna Stendardo di Guerra a chi lo legge. Usa per apprendere l'incantesimo se hai gli attributi richiesti.
CODEX_RECIPESPELLBOOKWATERSURGE_DESC	Un libro degli incantesimi che insegna Ondata d'Acqua a chi lo legge.
CODEX_RECIPESTONENAILS_DESC	Chiodi di Pietra intagliati a mano, usati per costruire mobili rustici e telai di sostegno.
CODEX_RECIPESTONEPICKAXE_DESC	Un piccone pesante rinforzato per spaccare la pietra ed estrarre minerali da terreni rocciosi.
CODEX_RECIPESTONETHROWINGKNIFE1_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONETHROWINGKNIFE2_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONETHROWINGKNIFE3_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONETHROWINGKNIFE4_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONETHROWINGKNIFE5_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONETHROWINGKNIFE_DESC	Un coltello da lancio ricavato da una pietra affilata e avvolto in corda leggera. Lancialo ai nemici per ferirli in profondità e farli sanguinare.<x1/><x2/><x3/><x4/>Lancia per danneggiare i nemici e applicare Sanguinamento.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPESTONEWOODCUTTINGAXE_DESC	Un'affidabile ascia da boscaiolo, bilanciata per colpi regolari durante la raccolta di legname nelle terre selvagge.
CODEX_RECIPETENDERBERRYTEA_DESC	Un tè lenitivo preparato con bacche della foresta. Noto per la delicata azione ristoratrice sullo spirito e per l'idratazione.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Sete e aumenta la Salute massima del 10% per 30 minuti. Può essere attivo un solo bonus da bevanda alla volta.
CODEX_RECIPETHAUMABLOSSOMTEA_DESC	Un raro infuso d'erbe preparato al chiaro di luna.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Sete e aumenta la Concentrazione massima del 10% per 30 minuti. Può essere attivo un solo bonus da bevanda alla volta.
CODEX_RECIPETHICKBLOODBROTH_DESC	Un brodo ricavato dall'essenza di un grande Goblin, il cui sapore è mascherato dalla dolcezza della Mela. Conferisce Resistenza al sanguinamento a chi lo consuma<x1/><x2/><x3/><x4/>Bevi per applicare 4 accumuli di Furia<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL1_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL2_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL3_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL4_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL5_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPETOXICOIL_DESC	Usa per rivestire l'arma, convertendo parte del suo danno in Danno da decadimento.<x1/><x2/><x3/><x4/>I tuoi attacchi infliggono il 50% del loro danno come Danno da decadimento per 12 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWARMINGBROTH_DESC	Un brodo confortante che trattiene il calore, con infuso di petali ardenti di Emberbloom e uova nutrienti. Scaccia il freddo dell'inverno più rigido e protegge dalle temperature gelide.<x1/><x2/><x3/><x4/><x5/>Ripristina le barre di Fame e Sete. Conferisce 10% Salute massima, 25% Resistenza al ghiaccio e Resistenza al gelo per 30 minuti.
CODEX_RECIPEWATERFLASK1_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATERFLASK2_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATERFLASK3_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATERFLASK4_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATERFLASK5_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATERFLASK_DESC	Una fiasca sigillata contenente acqua.<x1/><x2/><x3/><x4/>Lancia per creare una Pozza d'Acqua.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWATER_DESC	L'acqua distillata è perfetta da bere in viaggio. È un ingrediente comune in cucina e in alchimia in tutta Mirkea.<x1/><x2/><x3/><x4/><x5/>Ripristina la barra della Sete.
CODEX_RECIPEWEAKHEALTHEXTRACT1_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKHEALTHEXTRACT2_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKHEALTHEXTRACT3_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKHEALTHEXTRACT4_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKHEALTHEXTRACT5_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKHEALTHEXTRACT_DESC	Un estratto concentrato d'erbe usato negli unguenti curativi di base.<x1/><x2/><x3/><x4/>Ripristina 150 Salute in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT1_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT2_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT3_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT4_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT5_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_RECIPEWEAKMAGICEXTRACT_DESC	Una tintura alchemica ricavata da piante selvatiche.<x1/><x2/><x3/><x4/>Ripristina 150 Concentrazione in 4 secondi.<x5/><x6/> Le cariche si ricaricano riposando.
CODEX_SET_BONUSES	BONUS DEI SET
CODEX_SET_CHESTS	TROVATO NELLE CASSE
CODEX_SET_DISCOVERED	Aggiornamento del Codex: <x1/>
CODEX_SET_DROPPEDBY	LASCIATO DA
CODEX_SET_PIECES	<x1/> pezzi
CODEX_SPELLADRENALINE_DESC	Premi per lanciare. Spendi il 20% dei tuoi HP massimi per ripristinare il 60% del tuo Vigore massimo.
CODEX_SPELLAETHERFANGPHALANX_DESC	Premi per lanciare. Evoca lame orbitanti che colpiscono i nemici vicini. Ogni lama infligge Danno da etere.<x1/><x2/><x3/><x4/><x5/>Danno da etere: (ME:1.25)
CODEX_SPELLAIMEDSHOT_BROADHEADSHOT_DESC	Tiro mirato non attraversa più i nemici: li respinge invece fino alla portata massima.
CODEX_SPELLAIMEDSHOT_BROADHEADSHOT_NAME	Tiro a Punta Larga
CODEX_SPELLAIMEDSHOT_CORRUPTINGARROW_DESC	Tiro mirato consuma fino a 10 accumuli di Sanguinamento sui nemici colpiti e applica 1 accumulo di Veleno per ogni accumulo di Sanguinamento consumato.
CODEX_SPELLAIMEDSHOT_CORRUPTINGARROW_NAME	Freccia Corrompente
CODEX_SPELLAIMEDSHOT_DESC	Premi per lanciare. Dopo un breve ritardo, scaglia un potente tiro che attraversa i nemici e infligge Danno perforante. Puoi mirare durante il ritardo.<x1/><x2/><x3/><x4/><x5/>Danno perforante: (PT: 3.0)
CODEX_SPELLAIMEDSHOT_ENVENOMINGARROW_DESC	Tiro mirato applica 4 accumuli di Veleno ai nemici colpiti. Se colpisce più di un nemico, quelli dopo il primo ricevono invece 2 accumuli di Veleno.
CODEX_SPELLAIMEDSHOT_ENVENOMINGARROW_NAME	Freccia Avvelenante
CODEX_SPELLAIMEDSHOT_INOCULATINGARROW_DESC	Tiro mirato conferisce 2 accumuli di Inoculazione per ogni nemico Avvelenato colpito. Se colpisce almeno 2 nemici Avvelenati, ottieni 2 accumuli aggiuntivi di Inoculazione.
CODEX_SPELLAIMEDSHOT_INOCULATINGARROW_NAME	Freccia Inoculante
CODEX_SPELLAIMEDSHOT_LONGSHOT_DESC	Tiro mirato infligge il 50% di danno extra ai nemici oltre metà della portata, ma il 40% di danno in meno a quelli entro metà della portata.
CODEX_SPELLAIMEDSHOT_LONGSHOT_NAME	Tiro Lungo
CODEX_SPELLAIMEDSHOT_POISONLACEDARROW_DESC	Tiro mirato converte il Sanguinamento in Veleno. Non utilizzabile con Freccia Seghettata.
CODEX_SPELLAIMEDSHOT_POISONLACEDARROW_NAME	Freccia Intrisa di Veleno
